T1_TM,T2_TM,Reflection_loss,SR,Radius_nm,OP_port_width_um,Mode_source_TM0
0.455737,0.481482,0.062781,0.946529673,35,1,0
0.504482,0.406409,0.089109,1.241316014,35,1,0
0.462349,0.447518,0.090133,1.033140566,35,1,0
0.45955,0.450999,0.089451,1.018960131,35,1,0
0.484757,0.399728,0.115515,1.212717148,35,1,0
0.480753,0.454972,0.064275,1.056665026,35,1,0
0.459207,0.478191,0.062602,0.960300382,35,1,0
0.460986,0.445669,0.093345,1.034368556,35,1,0
0.495557,0.438913,0.06553,1.129055189,35,1,0
0.49484,0.436926,0.068234,1.132548761,35,1,0
0.426422,0.500539,0.073039,0.851925624,35,1,0
0.503393,0.450472,0.046135,1.117479,35,1,0
0.497789,0.424872,0.077339,1.1716211,35,1,0
0.439824,0.497212,0.062964,0.88458042,35,1,0
0.499062,0.424446,0.076492,1.175796214,35,1,0
0.522767,0.409839,0.067394,1.275542347,35,1,0
0.446966,0.470519,0.082515,0.94994251,35,1,0
0.4137,0.50045,0.08585,0.82665601,35,1,0
0.475929,0.445985,0.078086,1.067141272,35,1,0
0.512052,0.415522,0.072426,1.232310203,35,1,0
0.515695,0.428636,0.055669,1.203107065,35,1,0
0.522315,0.414328,0.063357,1.260631673,35,1,0
0.480734,0.455205,0.064061,1.056082424,35,1,0
0.491202,0.413642,0.095156,1.187505137,35,1,0
0.545814,0.394846,0.05934,1.382346535,35,1,0
0.513295,0.410716,0.075989,1.249756523,35,1,0
0.425265,0.48352,0.091215,0.879518944,35,1,0
0.46568,0.465591,0.068729,1.000191155,35,1,0
0.389201,0.542341,0.068458,0.717631527,35,1,0
0.531485,0.405891,0.062624,1.309427901,35,1,0
0.425344,0.499837,0.074819,0.850965415,35,1,0
0.511496,0.418977,0.069527,1.220821191,35,1,0
0.504045,0.427906,0.068049,1.177933939,35,1,0
0.530116,0.418958,0.050926,1.265320151,35,1,0
0.464952,0.452321,0.082727,1.027924859,35,1,0
0.419351,0.528381,0.052268,0.793652686,35,1,0
0.512171,0.43325,0.054579,1.182160415,35,1,0
0.439233,0.491718,0.069049,0.893261992,35,1,0
0.449776,0.464102,0.086122,0.969131786,35,1,0
0.527847,0.395563,0.07659,1.334419549,35,1,0
0.442679,0.47708,0.080241,0.927892597,35,1,0
0.498436,0.439738,0.061826,1.133484029,35,1,0
0.422233,0.525019,0.052748,0.804224228,35,1,0
0.463586,0.428699,0.107715,1.081378776,35,1,0
0.482914,0.454631,0.062455,1.062210892,35,1,0
0.500605,0.426012,0.073383,1.175096007,35,1,0
0.482594,0.455172,0.062234,1.060245358,35,1,0
0.477932,0.454824,0.067244,1.050806466,35,1,0
0.539916,0.392861,0.067223,1.374318143,35,1,0
0.496084,0.438439,0.065477,1.131477811,35,1,0
0.506087,0.405762,0.088151,1.247250851,35,1,0
0.513177,0.419661,0.067162,1.222837004,35,1,0
0.461138,0.448141,0.090721,1.029002033,35,1,0
0.479166,0.429094,0.09174,1.11669238,35,1,0
0.488605,0.460645,0.05075,1.0606975,35,1,0
0.491435,0.426144,0.082421,1.153213468,35,1,0
0.478604,0.470618,0.050778,1.016969177,35,1,0
0.516934,0.415989,0.067077,1.242662667,35,1,0
0.420666,0.508886,0.070448,0.826640937,35,1,0
0.461757,0.448166,0.090077,1.030325817,35,1,0
